"","ì˙ït","éûçè","[PLC]D00000150","[PLC]D00000151","[PLC]D00000152","[PLC]D00000153","[PLC]D00000154","[PLC]D00000155","[PLC]D00000156","[PLC]D00000172","[PLC]D00000173","[PLC]D00000174","[PLC]D00000175","[PLC]D00000179","[PLC]D00000180","[PLC]D00000182","[PLC]D00000183"
"","19/11/14","10:18:45","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0"
